id_venta,id_cliente,fecha,nombre_cliente,email,medio_pago
8393,410,2024-03-03 09:51:00,Benicio Juan Ignacio Paez Lopez,benicio_lopez@outlook.com,efectivo
8394,320,2024-03-03 10:57:00,Helena Juarez,helena_juarez@yahoo.com,efectivo
8395,481,2024-03-03 11:20:00,Dr(a). Ciro Aguirre,dr(a).aguirre@yahoo.com,tarjeta
8396,209,2024-03-03 11:34:00,Juan Cruz Thiago Nahuel Paez,juanpaez@yahoo.com,qr
8397,361,2024-03-03 12:00:00,Dr(a). Mateo Agustin Molina,dr(a)..molina48@gmail.com,efectivo
8398,8,2024-03-03 12:40:00,Isabel Acosta,isabel_acosta@outlook.com,tarjeta
8399,209,2024-03-03 13:14:00,Juan Cruz Thiago Nahuel Paez,juanpaez@yahoo.com,efectivo
8400,194,2024-03-03 13:17:00,Ian Ezequiel Helena Gomez Bustos,ibustos@yahoo.com,efectivo
8401,422,2024-03-03 15:01:00,Sr(a). Juan Ignacio Maidana,smaidana@outlook.com,qr
8402,274,2024-03-03 16:44:00,Morena Felipe Mendez,morena.mendez85@yahoo.com,efectivo
8403,371,2024-03-03 18:00:00,Isabella Nicolas Gomez Gonzalez,igonzalez@outlook.com,tarjeta
8404,562,2024-03-03 18:44:00,Lucas Ezequiel Tomas Acosta,lucasacosta@hotmail.com,tarjeta
8405,160,2024-03-03 19:54:00,Luciano Lopez,llopez@hotmail.com,tarjeta
8406,173,2024-03-03 20:47:00,Sr(a). Juan Pablo Ruiz,sruiz@gmail.com,tarjeta
8407,562,2024-03-03 21:52:00,Lucas Ezequiel Tomas Acosta,lucasacosta@hotmail.com,qr
8408,183,2024-03-03 22:34:00,Lautaro Constantino Aguero,lautaro.aguero90@gmail.com,efectivo
8409,194,2024-03-04 07:00:00,Ian Ezequiel Helena Gomez Bustos,ibustos@yahoo.com,qr
8410,26,2024-03-04 08:56:00,Dr(a). Sofía Pereyra,dr(a)._pereyra@gmail.com,efectivo
8411,415,2024-03-04 10:18:00,Ludmila Morena Perez Dominguez,ludmila.dominguez41@hotmail.com,qr
8412,510,2024-03-04 10:20:00,Benicio Martina Ruiz,benicio.ruiz52@hotmail.com,efectivo
8413,575,2024-03-04 10:37:00,Santiago Simon Romero,santiago.romero50@hotmail.com,efectivo
8414,380,2024-03-04 11:00:00,Genaro Gomez Ponce,genaro_ponce@gmail.com,efectivo
8415,220,2024-03-04 11:25:00,Sr(a). Juan Gabriel Guzman,sr(a).guzman@gmail.com,qr
8416,563,2024-03-04 11:36:00,Thiago Lopez Ferreyra,thiago_ferreyra@yahoo.com,qr
8417,510,2024-03-04 11:45:00,Benicio Martina Ruiz,benicio.ruiz52@hotmail.com,tarjeta
8418,101,2024-03-04 12:08:00,Emanuel Alejo Ramirez,emanuel.ramirez@gmail.com,tarjeta
8419,118,2024-03-04 12:10:00,Jeremias Alma Gonzalez Lopez,jeremias.lopez@gmail.com,transferencia
8420,328,2024-03-04 12:25:00,Dr(a). Juan Cruz Martinez,dr(a)._martinez@hotmail.com,tarjeta
8421,122,2024-03-04 12:26:00,Vicente Sara Cabrera Diaz,vicente.diaz@gmail.com,qr
8422,396,2024-03-04 12:29:00,Bianca Ramos,biancaramos@outlook.com,qr
8423,325,2024-03-04 12:29:00,Constantino Figueroa,constantino.figueroa29@outlook.com,qr
8424,385,2024-03-04 12:39:00,Bautista Agostina Perez,bperez@outlook.com,tarjeta
8425,563,2024-03-04 12:47:00,Thiago Lopez Ferreyra,thiago_ferreyra@yahoo.com,tarjeta
8426,202,2024-03-04 12:57:00,Francisca Vega Ojeda,francisca.ojeda98@gmail.com,efectivo
8427,385,2024-03-04 13:25:00,Bautista Agostina Perez,bperez@outlook.com,tarjeta
8428,331,2024-03-04 14:00:00,Francisco Catalina Campos,fcampos@yahoo.com,tarjeta
8429,341,2024-03-04 14:03:00,Maria Belen Francesca Barrios Romero,maria.romero@outlook.com,tarjeta
8430,145,2024-03-04 14:05:00,Joaquina Rodriguez Gimenez,jgimenez@outlook.com,tarjeta
8431,385,2024-03-04 14:10:00,Bautista Agostina Perez,bperez@outlook.com,efectivo
8432,264,2024-03-04 14:22:00,Nahiara Jazmin Sanchez,nahiara.sanchez@outlook.com,qr
8433,43,2024-03-04 14:24:00,Alma Mia Bianca Cabrera Romero,alma.romero85@outlook.com,transferencia
8434,365,2024-03-04 14:27:00,Emma Gutierrez,egutierrez@outlook.com,efectivo
8435,302,2024-03-04 14:32:00,Sr(a). Juan Cruz Coronel,sr(a)..coronel57@hotmail.com,tarjeta
8436,440,2024-03-04 14:45:00,Camila Lopez Miranda,camila.miranda94@outlook.com,efectivo
8437,547,2024-03-04 14:50:00,Luisana Thiago Nahuel Fernandez,luisana.fernandez53@hotmail.com,qr
8438,53,2024-03-04 14:50:00,Ignacio Martinez Rodriguez,ignacio.rodriguez@gmail.com,tarjeta
8439,318,2024-03-04 14:50:00,Sr(a). Ignacio Romero,sr(a)..romero96@hotmail.com,efectivo
8440,297,2024-03-04 14:54:00,Lucas Guadalupe Ferreyra Muñoz,lmunoz@yahoo.com,tarjeta
8441,362,2024-03-04 17:59:00,Valentino Cabrera,valentino.cabrera47@outlook.com,efectivo
8442,145,2024-03-04 18:00:00,Joaquina Rodriguez Gimenez,jgimenez@outlook.com,qr
8443,94,2024-03-04 18:05:00,Pedro Emanuel Martinez,pmartinez@outlook.com,tarjeta
8444,202,2024-03-04 18:10:00,Francisca Vega Ojeda,francisca.ojeda98@gmail.com,tarjeta
8445,328,2024-03-04 18:22:00,Dr(a). Juan Cruz Martinez,dr(a)._martinez@hotmail.com,tarjeta
8446,428,2024-03-04 18:31:00,Martina Tiziano Luna Romero,mromero@hotmail.com,efectivo
8447,264,2024-03-04 18:33:00,Nahiara Jazmin Sanchez,nahiara.sanchez@outlook.com,transferencia
8448,102,2024-03-04 18:35:00,Bautista Gomez,bgomez@yahoo.com,qr
8449,41,2024-03-04 18:38:00,Joaquin Benjamin Rodriguez,jrodriguez@hotmail.com,qr
8450,385,2024-03-04 18:38:00,Bautista Agostina Perez,bperez@outlook.com,tarjeta
8451,555,2024-03-04 19:07:00,Lorenzo Gomez,lgomez@hotmail.com,efectivo
8452,225,2024-03-04 19:14:00,Dylan Campos Sanchez,dylan_sanchez@gmail.com,tarjeta
8453,415,2024-03-04 19:18:00,Ludmila Morena Perez Dominguez,ludmila.dominguez41@hotmail.com,transferencia
8454,38,2024-03-04 19:24:00,Candela Flores Fernandez,candelafernandez@hotmail.com,tarjeta
8455,463,2024-03-04 19:49:00,Felipe Sanchez,felipe.sanchez18@outlook.com,efectivo
8456,547,2024-03-04 19:52:00,Luisana Thiago Nahuel Fernandez,luisana.fernandez53@hotmail.com,qr
8457,477,2024-03-04 20:25:00,Carmela Priscila Martinez Roldan,croldan@hotmail.com,tarjeta
8458,59,2024-03-04 20:38:00,Ignacio Rodriguez,ignacio_rodriguez@hotmail.com,tarjeta
8459,35,2024-03-05 08:30:00,Máximo Sebastian Escobar,maximoescobar@hotmail.com,tarjeta
8460,207,2024-03-05 09:19:00,Tomàs Julia Romero,tomàsromero@hotmail.com,qr
8461,369,2024-03-05 09:46:00,Juan Ignacio Mansilla Alvarez,juanalvarez@outlook.com,tarjeta
8462,369,2024-03-05 11:00:00,Juan Ignacio Mansilla Alvarez,juanalvarez@outlook.com,efectivo
8463,164,2024-03-05 12:03:00,Joaquin Catalina Coronel,joaquincoronel@gmail.com,qr
8464,415,2024-03-05 12:29:00,Ludmila Morena Perez Dominguez,ludmila.dominguez41@hotmail.com,qr
8465,548,2024-03-05 12:45:00,Juan Cruz Cabrera,juancabrera@yahoo.com,efectivo
8466,428,2024-03-05 12:46:00,Martina Tiziano Luna Romero,mromero@hotmail.com,efectivo
8467,255,2024-03-05 12:57:00,Amparo Josefina Lopez Carrizo,amparo.carrizo@hotmail.com,qr
8468,523,2024-03-05 12:57:00,Zoe Jazmin Morales Vazquez,zoe.vazquez35@yahoo.com,efectivo
8469,550,2024-03-05 13:00:00,Nahiara Carrizo Romero,nahiara.romero89@gmail.com,efectivo
8470,341,2024-03-05 13:02:00,Maria Belen Francesca Barrios Romero,maria.romero@outlook.com,tarjeta
8471,239,2024-03-05 13:13:00,Valentino Josefina Aguirre,valentino.aguirre@gmail.com,efectivo
8472,223,2024-03-05 13:19:00,Sr(a). Mia Morena Gomez,sr(a)._gomez@outlook.com,efectivo
8473,422,2024-03-05 13:52:00,Sr(a). Juan Ignacio Maidana,smaidana@outlook.com,qr
8474,127,2024-03-05 13:53:00,Enzo Vazquez Aguirre,enzo.aguirre@hotmail.com,tarjeta
8475,332,2024-03-05 14:09:00,Sr(a). Santino Benjamin Bustos,sr(a)._bustos@gmail.com,qr
8476,463,2024-03-05 14:35:00,Felipe Sanchez,felipe.sanchez18@outlook.com,tarjeta
8477,271,2024-03-05 15:46:00,Juan Francisco Valentina Gonzalez Velazquez,juan.velazquez54@outlook.com,qr
8478,84,2024-03-05 16:36:00,Francisco Ian Benjamin Ramirez Flores,franciscoflores@outlook.com,qr
8479,442,2024-03-05 17:03:00,Dr(a). Charo Rivero,dr(a)..rivero82@yahoo.com,efectivo
8480,38,2024-03-05 17:05:00,Candela Flores Fernandez,candelafernandez@hotmail.com,tarjeta
8481,563,2024-03-05 17:13:00,Thiago Lopez Ferreyra,thiago_ferreyra@yahoo.com,tarjeta
8482,380,2024-03-05 17:57:00,Genaro Gomez Ponce,genaro_ponce@gmail.com,efectivo
8483,501,2024-03-05 18:04:00,Benjamin Sanchez Dominguez,benjamin.dominguez@gmail.com,tarjeta
8484,533,2024-03-05 18:23:00,Dr(a). Juana Fernandez,dfernandez@hotmail.com,tarjeta
8485,325,2024-03-05 18:57:00,Constantino Figueroa,constantino.figueroa29@outlook.com,qr
8486,463,2024-03-05 19:22:00,Felipe Sanchez,felipe.sanchez18@outlook.com,tarjeta
8487,380,2024-03-05 19:28:00,Genaro Gomez Ponce,genaro_ponce@gmail.com,efectivo
8488,383,2024-03-05 19:38:00,Benjamin Julieta Lopez,benjamin.lopez@gmail.com,qr
8489,369,2024-03-05 19:39:00,Juan Ignacio Mansilla Alvarez,juanalvarez@outlook.com,efectivo
8490,122,2024-03-05 19:50:00,Vicente Sara Cabrera Diaz,vicente.diaz@gmail.com,tarjeta
8491,135,2024-03-05 20:00:00,Juan Ignacio Luna Morales Ramos,juan.ramos69@yahoo.com,qr
8492,354,2024-03-05 20:23:00,Thiago Benjamin Bautista Benjamin Cardozo Herrera,thiagoherrera@yahoo.com,tarjeta
8493,365,2024-03-05 20:27:00,Emma Gutierrez,egutierrez@outlook.com,efectivo
8494,518,2024-03-05 21:59:00,Ambar Micaela Gonzalez,ambar.gonzalez92@gmail.com,tarjeta
8495,342,2024-03-05 23:00:00,Tobias Molina Juarez,tobias_juarez@hotmail.com,qr
8496,459,2024-03-06 04:00:00,Juan Martin Rojas Fernandez,juan.fernandez@yahoo.com,qr
8497,467,2024-03-06 09:26:00,Victoria Roldan,vroldan@yahoo.com,efectivo
8498,415,2024-03-06 09:48:00,Ludmila Morena Perez Dominguez,ludmila.dominguez41@hotmail.com,transferencia
8499,380,2024-03-06 10:33:00,Genaro Gomez Ponce,genaro_ponce@gmail.com,qr
8500,215,2024-03-06 10:37:00,Benjamin Pedro Romero,benjamin.romero85@outlook.com,tarjeta
8501,380,2024-03-06 11:06:00,Genaro Gomez Ponce,genaro_ponce@gmail.com,efectivo
8502,369,2024-03-06 11:18:00,Juan Ignacio Mansilla Alvarez,juanalvarez@outlook.com,tarjeta
8503,138,2024-03-06 11:48:00,Matilda Benjamin Gonzalez Martinez,mmartinez@yahoo.com,qr
8504,369,2024-03-06 11:56:00,Juan Ignacio Mansilla Alvarez,juanalvarez@outlook.com,efectivo
8505,31,2024-03-06 12:06:00,Jazmin Thiago Gabriel Castro Romero,jazmin_romero@hotmail.com,tarjeta
8506,250,2024-03-06 12:36:00,Maximiliano Alvarez Ruiz,maximiliano.ruiz@yahoo.com,qr
8507,429,2024-03-06 13:10:00,Uma Santiago Gomez Rodriguez,umarodriguez@hotmail.com,efectivo
8508,552,2024-03-06 13:24:00,Candelaria Lopez Lopez,candelaria_lopez@hotmail.com,efectivo
8509,51,2024-03-06 13:41:00,Felipe Julian Dominguez Nuñez,felipe_nunez@yahoo.com,efectivo
8510,465,2024-03-06 13:43:00,Emilia Herrera,emilia.herrera@hotmail.com,transferencia
8511,269,2024-03-06 14:20:00,Sofia Belen Federico Maldonado Gonzalez,sgonzalez@yahoo.com,qr
8512,51,2024-03-06 14:31:00,Felipe Julian Dominguez Nuñez,felipe_nunez@yahoo.com,efectivo
8513,533,2024-03-06 14:54:00,Dr(a). Juana Fernandez,dfernandez@hotmail.com,qr
8514,271,2024-03-06 17:47:00,Juan Francisco Valentina Gonzalez Velazquez,juan.velazquez54@outlook.com,efectivo
8515,153,2024-03-06 18:00:00,Lucio Bianca Cardozo Duarte,lduarte@outlook.com,transferencia
8516,570,2024-03-06 18:06:00,Sr(a). Antonio Gomez,sgomez@gmail.com,efectivo
8517,412,2024-03-06 18:26:00,Juana Arias,jarias@hotmail.com,tarjeta
8518,164,2024-03-06 18:53:00,Joaquin Catalina Coronel,joaquincoronel@gmail.com,efectivo
8519,393,2024-03-06 19:06:00,Candelaria Agostina Mendez,candelaria_mendez@outlook.com,efectivo
8520,429,2024-03-06 19:47:00,Uma Santiago Gomez Rodriguez,umarodriguez@hotmail.com,efectivo
8521,547,2024-03-06 19:51:00,Luisana Thiago Nahuel Fernandez,luisana.fernandez53@hotmail.com,efectivo
8522,19,2024-03-06 20:03:00,Sr(a). Agustin Ojeda,sr(a)..ojeda51@hotmail.com,qr
8523,327,2024-03-06 20:07:00,Julieta Sosa,julieta_sosa@hotmail.com,tarjeta
8524,382,2024-03-06 20:08:00,Juana Agostina Benitez Fernandez,jfernandez@outlook.com,qr
8525,317,2024-03-06 20:11:00,Alma Valentina Garcia Moreno,almamoreno@yahoo.com,efectivo
8526,354,2024-03-06 20:16:00,Thiago Benjamin Bautista Benjamin Cardozo Herrera,thiagoherrera@yahoo.com,tarjeta
8527,547,2024-03-06 20:24:00,Luisana Thiago Nahuel Fernandez,luisana.fernandez53@hotmail.com,efectivo
8528,291,2024-03-06 20:27:00,Ian Benjamin Gonzalez Suarez,ian.suarez@hotmail.com,qr
8529,547,2024-03-06 20:40:00,Luisana Thiago Nahuel Fernandez,luisana.fernandez53@hotmail.com,efectivo
8530,100,2024-03-06 20:44:00,Sofia Villalba Martinez,sofiamartinez@yahoo.com,efectivo
8531,43,2024-03-06 20:54:00,Alma Mia Bianca Cabrera Romero,alma.romero85@outlook.com,tarjeta
8532,193,2024-03-06 21:29:00,Benjamin Ignacio Flores Perez,benjamin.perez49@outlook.com,efectivo
8533,291,2024-03-06 22:34:00,Ian Benjamin Gonzalez Suarez,ian.suarez@hotmail.com,efectivo
8534,7,2024-03-07 03:18:00,Luna Guillermina Ruiz Peralta,luna_peralta@gmail.com,qr
8535,84,2024-03-07 09:03:00,Francisco Ian Benjamin Ramirez Flores,franciscoflores@outlook.com,qr
8536,415,2024-03-07 09:07:00,Ludmila Morena Perez Dominguez,ludmila.dominguez41@hotmail.com,transferencia
8537,3,2024-03-07 09:21:00,Mora Ponce,mora.ponce@hotmail.com,transferencia
8538,328,2024-03-07 09:35:00,Dr(a). Juan Cruz Martinez,dr(a)._martinez@hotmail.com,tarjeta
8539,369,2024-03-07 09:37:00,Juan Ignacio Mansilla Alvarez,juanalvarez@outlook.com,qr
8540,303,2024-03-07 10:08:00,León Sanchez Maidana,leon.maidana37@yahoo.com,tarjeta
8541,548,2024-03-07 10:48:00,Juan Cruz Cabrera,juancabrera@yahoo.com,efectivo
8542,548,2024-03-07 10:58:00,Juan Cruz Cabrera,juancabrera@yahoo.com,transferencia
8543,548,2024-03-07 11:17:00,Juan Cruz Cabrera,juancabrera@yahoo.com,tarjeta
8544,405,2024-03-07 12:37:00,Sr(a). Mateo Gomez,sr(a)..gomez@gmail.com,tarjeta
8545,510,2024-03-07 12:51:00,Benicio Martina Ruiz,benicio.ruiz52@hotmail.com,qr
8546,429,2024-03-07 13:22:00,Uma Santiago Gomez Rodriguez,umarodriguez@hotmail.com,efectivo
8547,43,2024-03-07 14:09:00,Alma Mia Bianca Cabrera Romero,alma.romero85@outlook.com,tarjeta
8548,547,2024-03-07 14:15:00,Luisana Thiago Nahuel Fernandez,luisana.fernandez53@hotmail.com,efectivo
8549,179,2024-03-07 14:44:00,Santino Camilo Rodriguez,santino_rodriguez@gmail.com,tarjeta
8550,569,2024-03-07 15:41:00,Paula Gomez Ojeda,pojeda@outlook.com,tarjeta
8551,101,2024-03-07 16:54:00,Emanuel Alejo Ramirez,emanuel.ramirez@gmail.com,transferencia
8552,510,2024-03-07 17:52:00,Benicio Martina Ruiz,benicio.ruiz52@hotmail.com,qr
8553,193,2024-03-07 18:11:00,Benjamin Ignacio Flores Perez,benjamin.perez49@outlook.com,qr
8554,341,2024-03-07 18:22:00,Maria Belen Francesca Barrios Romero,maria.romero@outlook.com,tarjeta
8555,135,2024-03-07 18:31:00,Juan Ignacio Luna Morales Ramos,juan.ramos69@yahoo.com,qr
8556,325,2024-03-07 18:35:00,Constantino Figueroa,constantino.figueroa29@outlook.com,tarjeta
8557,463,2024-03-07 18:37:00,Felipe Sanchez,felipe.sanchez18@outlook.com,tarjeta
8558,539,2024-03-07 18:42:00,Luana Benicio Paz,luana_paz@yahoo.com,tarjeta
8559,505,2024-03-07 19:19:00,Santiago Gonzalez,sgonzalez@yahoo.com,qr
8560,391,2024-03-07 19:26:00,Lorenzo Gonzalez,lorenzo_gonzalez@yahoo.com,tarjeta
8561,220,2024-03-07 19:35:00,Sr(a). Juan Gabriel Guzman,sr(a).guzman@gmail.com,qr
8562,412,2024-03-07 19:55:00,Juana Arias,jarias@hotmail.com,tarjeta
8563,463,2024-03-07 19:59:00,Felipe Sanchez,felipe.sanchez18@outlook.com,qr
8564,303,2024-03-07 20:12:00,León Sanchez Maidana,leon.maidana37@yahoo.com,qr
8565,7,2024-03-07 20:18:00,Luna Guillermina Ruiz Peralta,luna_peralta@gmail.com,qr
8566,365,2024-03-07 20:19:00,Emma Gutierrez,egutierrez@outlook.com,tarjeta
8567,41,2024-03-07 20:21:00,Joaquin Benjamin Rodriguez,jrodriguez@hotmail.com,qr
8568,26,2024-03-07 20:27:00,Dr(a). Sofía Pereyra,dr(a)._pereyra@gmail.com,tarjeta
8569,428,2024-03-07 20:38:00,Martina Tiziano Luna Romero,mromero@hotmail.com,qr
8570,84,2024-03-07 20:38:00,Francisco Ian Benjamin Ramirez Flores,franciscoflores@outlook.com,transferencia
8571,215,2024-03-07 22:13:00,Benjamin Pedro Romero,benjamin.romero85@outlook.com,efectivo
8572,108,2024-03-08 10:08:00,Santino Matias Flores,santino_flores@hotmail.com,transferencia
8573,320,2024-03-08 10:23:00,Helena Juarez,helena_juarez@yahoo.com,efectivo
8574,418,2024-03-08 10:28:00,Lucía Emma Gonzalez Romero,luciaromero@yahoo.com,qr
8575,194,2024-03-08 10:34:00,Ian Ezequiel Helena Gomez Bustos,ibustos@yahoo.com,tarjeta
8576,282,2024-03-08 10:44:00,Abril Dominguez Godoy,abril.godoy@yahoo.com,tarjeta
8577,36,2024-03-08 10:45:00,Josefina Camila Fernandez Molina,josefina_molina@yahoo.com,qr
8578,152,2024-03-08 10:52:00,Jazmin Gonzalez,jgonzalez@hotmail.com,qr
8579,197,2024-03-08 11:00:00,Dylan Benjamin Valentino Molina Herrera,dherrera@outlook.com,tarjeta
8580,169,2024-03-08 11:23:00,Sr(a). Valentina Arias,sr(a)._arias@outlook.com,tarjeta
8581,540,2024-03-08 11:27:00,Dr(a). Ignacio Ponce,dponce@hotmail.com,tarjeta
8582,284,2024-03-08 12:00:00,Julian Catalina Lopez,julian.lopez82@outlook.com,qr
8583,106,2024-03-08 12:00:00,Isabella Paloma Vega Flores,isabella.flores21@yahoo.com,tarjeta
8584,47,2024-03-08 12:08:00,Francesco Miranda,francesco.miranda@yahoo.com,efectivo
8585,521,2024-03-08 12:14:00,Benicio Rodriguez,benicio.rodriguez@gmail.com,qr
8586,540,2024-03-08 12:22:00,Dr(a). Ignacio Ponce,dponce@hotmail.com,tarjeta
8587,528,2024-03-08 12:34:00,Sr(a). Jazmin Benitez,sr(a)..benitez@outlook.com,tarjeta
8588,442,2024-03-08 12:35:00,Dr(a). Charo Rivero,dr(a)..rivero82@yahoo.com,tarjeta
8589,93,2024-03-08 12:36:00,Enzo Tomàs Peralta,enzo_peralta@outlook.com,tarjeta
8590,501,2024-03-08 12:43:00,Benjamin Sanchez Dominguez,benjamin.dominguez@gmail.com,qr
8591,91,2024-03-08 12:44:00,Martina Jazmin Molina,martina_molina@hotmail.com,efectivo
8592,550,2024-03-08 12:47:00,Nahiara Carrizo Romero,nahiara.romero89@gmail.com,tarjeta
8593,93,2024-03-08 12:52:00,Enzo Tomàs Peralta,enzo_peralta@outlook.com,tarjeta
8594,252,2024-03-08 13:11:00,Lautaro Nahuel Lucía Correa,lcorrea@hotmail.com,tarjeta
8595,188,2024-03-08 13:30:00,Thiago Ezequiel Rodriguez,thiagorodriguez@yahoo.com,qr
8596,326,2024-03-08 13:31:00,Maria Paz Alma Jazmin Cabrera,mcabrera@outlook.com,efectivo
8597,44,2024-03-08 13:41:00,Jazmin Gonzalez Gomez,jazmin.gomez@gmail.com,transferencia
8598,320,2024-03-08 13:41:00,Helena Juarez,helena_juarez@yahoo.com,efectivo
8599,197,2024-03-08 13:50:00,Dylan Benjamin Valentino Molina Herrera,dherrera@outlook.com,tarjeta
8600,552,2024-03-08 14:03:00,Candelaria Lopez Lopez,candelaria_lopez@hotmail.com,efectivo
8601,474,2024-03-08 14:29:00,Dr(a). Miguel Angel Fernandez,dfernandez@outlook.com,qr
8602,533,2024-03-08 14:32:00,Dr(a). Juana Fernandez,dfernandez@hotmail.com,tarjeta
8603,26,2024-03-08 14:39:00,Dr(a). Sofía Pereyra,dr(a)._pereyra@gmail.com,qr
8604,223,2024-03-08 14:51:00,Sr(a). Mia Morena Gomez,sr(a)._gomez@outlook.com,tarjeta
8605,325,2024-03-08 14:53:00,Constantino Figueroa,constantino.figueroa29@outlook.com,tarjeta
8606,61,2024-03-08 16:22:00,Milena Luca Gimenez,milena.gimenez@yahoo.com,tarjeta
8607,86,2024-03-08 17:01:00,Sofia Delfina Carrizo Acosta,sofia.acosta@yahoo.com,tarjeta
8608,154,2024-03-08 17:06:00,Martina Valentino Gomez Caceres,martina.caceres97@gmail.com,tarjeta
8609,197,2024-03-08 17:11:00,Dylan Benjamin Valentino Molina Herrera,dherrera@outlook.com,tarjeta
8610,510,2024-03-08 17:26:00,Benicio Martina Ruiz,benicio.ruiz52@hotmail.com,tarjeta
8611,344,2024-03-08 18:09:00,Sr(a). Julieta Gonzalez,sr(a)..gonzalez@outlook.com,qr
8612,78,2024-03-08 18:09:00,Sofia Lautaro Cabrera Sanchez,sofia_sanchez@yahoo.com,tarjeta
8613,369,2024-03-08 18:24:00,Juan Ignacio Mansilla Alvarez,juanalvarez@outlook.com,efectivo
8614,38,2024-03-08 18:36:00,Candela Flores Fernandez,candelafernandez@hotmail.com,tarjeta
8615,374,2024-03-08 18:45:00,Dr(a). Constantino Molina,dr(a).molina@outlook.com,tarjeta
8616,443,2024-03-08 18:55:00,Dr(a). Bautista Soria,dr(a)..soria@hotmail.com,efectivo
8617,533,2024-03-08 18:56:00,Dr(a). Juana Fernandez,dfernandez@hotmail.com,tarjeta
8618,320,2024-03-08 19:02:00,Helena Juarez,helena_juarez@yahoo.com,efectivo
8619,341,2024-03-08 19:14:00,Maria Belen Francesca Barrios Romero,maria.romero@outlook.com,qr
8620,62,2024-03-08 19:18:00,Dr(a). Santino Gabriel Velazquez,dr(a)..velazquez@hotmail.com,efectivo
8621,393,2024-03-08 19:26:00,Candelaria Agostina Mendez,candelaria_mendez@outlook.com,efectivo
8622,7,2024-03-08 19:41:00,Luna Guillermina Ruiz Peralta,luna_peralta@gmail.com,qr
8623,547,2024-03-08 19:41:00,Luisana Thiago Nahuel Fernandez,luisana.fernandez53@hotmail.com,tarjeta
8624,440,2024-03-08 19:42:00,Camila Lopez Miranda,camila.miranda94@outlook.com,efectivo
8625,477,2024-03-08 20:49:00,Carmela Priscila Martinez Roldan,croldan@hotmail.com,tarjeta
8626,9,2024-03-08 21:15:00,Lorenzo Martinez Villalba,lorenzo.villalba@yahoo.com,qr
8627,419,2024-03-09 04:00:00,Maria Victoria Thiago Benjamin Torres,maria_torres@yahoo.com,tarjeta
8628,61,2024-03-09 08:20:00,Milena Luca Gimenez,milena.gimenez@yahoo.com,efectivo
8629,501,2024-03-09 09:02:00,Benjamin Sanchez Dominguez,benjamin.dominguez@gmail.com,tarjeta
8630,510,2024-03-09 09:48:00,Benicio Martina Ruiz,benicio.ruiz52@hotmail.com,tarjeta
8631,299,2024-03-09 09:57:00,Martina Lucio Fernandez,mfernandez@yahoo.com,qr
8632,231,2024-03-09 10:01:00,Maria Guadalupe Isabella Rojas,maria_rojas@yahoo.com,tarjeta
8633,374,2024-03-09 10:22:00,Dr(a). Constantino Molina,dr(a).molina@outlook.com,tarjeta
8634,202,2024-03-09 10:43:00,Francisca Vega Ojeda,francisca.ojeda98@gmail.com,tarjeta
8635,320,2024-03-09 10:48:00,Helena Juarez,helena_juarez@yahoo.com,transferencia
8636,510,2024-03-09 11:25:00,Benicio Martina Ruiz,benicio.ruiz52@hotmail.com,tarjeta
8637,3,2024-03-09 11:45:00,Mora Ponce,mora.ponce@hotmail.com,tarjeta
8638,528,2024-03-09 11:54:00,Sr(a). Jazmin Benitez,sr(a)..benitez@outlook.com,tarjeta
8639,243,2024-03-09 12:04:00,Thiago Lionel Lopez,thiagolopez@outlook.com,efectivo
8640,94,2024-03-09 12:16:00,Pedro Emanuel Martinez,pmartinez@outlook.com,tarjeta
8641,186,2024-03-09 12:16:00,Felipe Tiziano Valentin Ramirez Herrera,felipe.herrera15@gmail.com,efectivo
8642,100,2024-03-09 12:27:00,Sofia Villalba Martinez,sofiamartinez@yahoo.com,qr
8643,151,2024-03-09 12:33:00,Sr(a). Maria Emilia Garcia,sr(a).garcia@outlook.com,efectivo
8644,184,2024-03-09 13:03:00,Mateo Mia Morena Franco Gonzalez,mateogonzalez@hotmail.com,efectivo
8645,303,2024-03-09 13:25:00,León Sanchez Maidana,leon.maidana37@yahoo.com,qr
8646,274,2024-03-09 14:16:00,Morena Felipe Mendez,morena.mendez85@yahoo.com,efectivo
8647,271,2024-03-09 14:55:00,Juan Francisco Valentina Gonzalez Velazquez,juan.velazquez54@outlook.com,tarjeta
8648,422,2024-03-09 14:55:00,Sr(a). Juan Ignacio Maidana,smaidana@outlook.com,qr
8649,268,2024-03-09 15:24:00,Mateo Lola Romero,mateo_romero@outlook.com,qr
8650,215,2024-03-09 17:08:00,Benjamin Pedro Romero,benjamin.romero85@outlook.com,efectivo
8651,415,2024-03-09 17:14:00,Ludmila Morena Perez Dominguez,ludmila.dominguez41@hotmail.com,qr
8652,380,2024-03-09 17:24:00,Genaro Gomez Ponce,genaro_ponce@gmail.com,tarjeta
8653,320,2024-03-09 17:26:00,Helena Juarez,helena_juarez@yahoo.com,tarjeta
8654,510,2024-03-09 17:44:00,Benicio Martina Ruiz,benicio.ruiz52@hotmail.com,efectivo
8655,501,2024-03-09 17:54:00,Benjamin Sanchez Dominguez,benjamin.dominguez@gmail.com,tarjeta
8656,214,2024-03-09 18:18:00,Renata Benjamin Martin,renata_martin@outlook.com,tarjeta
8657,328,2024-03-09 18:50:00,Dr(a). Juan Cruz Martinez,dr(a)._martinez@hotmail.com,efectivo
